               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.088015,            0.087767,            0.032019,             0.41255,              0.1351,            0.084129,             0.02634,            0.074382,            0.054337,             0.02457,            0.070395,           0.0032895,           0.0032895
